district_id,above_median_count,below_median_count,low_income_pct,asian_students_pct,black_students_pct,hispanic_students_pct,minority_teachers_pct,teacher_experience_years,teacher_salary_thousands,spending_per_pupil_thousands,pupil_teacher_ratio,college_prep_pct,charter_schools_pct,year_round_schools_pct,tested_count,above_median_rate,low_income_group,charter_group
159,300.0,155.0,16.1578,8.398994,2.17938,21.62615,4.897959,15.22727,57.19342,3.825952,25.22776,40.72022,0.0,0.0,455,0.6593406593406593,low,no_charter
160,1804.0,888.0,17.33803,4.709514,1.580624,16.95375,9.391933,12.69992,60.77938,3.802974,23.00043,44.82558,0.0,10.52632,2692,0.6701337295690936,low,no_charter
161,1473.0,1534.0,48.15608,28.71155,1.29107,44.05147,11.48612,15.67656,65.18442,3.835549,24.67322,20.3813,0.0,0.0,3007,0.48985700033255736,middle,no_charter
162,145.0,43.0,9.316273,1.88383,1.216641,9.22292,7.619048,16.90641,70.27437,4.481474,24.26357,74.28571,0.0,0.0,188,0.7712765957446809,low,no_charter
163,688.0,498.0,39.02544,4.683563,1.235117,34.12381,4.426788,16.00117,60.20204,4.349231,22.48276,42.87149,0.0,0.0,1186,0.5801011804384486,middle,no_charter
164,1035.0,956.0,36.01998,10.88242,2.085541,36.82177,9.424084,16.81767,56.41511,3.586935,25.44882,47.33026,2.564103,12.82051,1991,0.5198392767453541,middle,has_charter
165,1238.0,637.0,21.01388,8.124397,1.88846,25.92012,11.39742,15.15302,63.10153,4.172242,24.71715,36.56174,0.0,0.0,1875,0.6602666666666667,low,no_charter
166,610.0,2781.0,73.27723,4.408512,1.079825,90.79082,26.48752,14.97092,69.82454,4.102145,25.03219,21.72937,0.0,56.25,3391,0.1798879386611619,high,no_charter
167,1607.0,756.0,10.5345,8.401664,2.167491,14.81068,6.056435,14.9799,60.3722,3.840866,22.19101,53.79189,0.0,0.0,2363,0.6800677105374524,low,no_charter
168,526.0,548.0,29.86897,8.276043,4.655274,41.6814,5.263158,13.01412,57.83115,3.62953,24.16947,39.59538,0.0,0.0,1074,0.4897579143389199,low,no_charter
169,1421.0,378.0,10.5165,25.1637,3.039764,7.41078,9.255725,16.09776,62.55098,4.352488,22.65816,0.0,0.0,9.67742,1799,0.7898832684824902,low,no_charter
170,416.0,205.0,11.60025,8.99128,3.111006,11.53665,10.13333,15.09307,67.28494,4.726529,23.19879,49.59217,0.0,10.0,621,0.6698872785829307,low,no_charter
171,204.0,154.0,23.35644,0.627574,0.431457,17.70935,6.617647,13.59359,49.51303,4.638098,19.67842,44.13146,0.0,0.0,358,0.5698324022346368,low,no_charter
172,49.0,133.0,28.66097,0.56281,1.440792,17.42458,4.878049,13.33273,42.65839,3.503698,24.26859,27.46114,62.5,0.0,182,0.2692307692307692,low,has_charter
173,276.0,169.0,17.13624,3.538945,1.372581,6.664462,4.651163,11.19239,52.65482,3.596095,23.0433,0.0,0.0,0.0,445,0.6202247191011236,low,no_charter
174,132.0,156.0,36.66211,0.663533,1.216478,6.856511,2.717391,16.15405,56.50012,4.912702,21.23209,33.19328,0.0,0.0,288,0.4583333333333333,middle,no_charter
175,280.0,798.0,42.29029,4.021226,7.222877,47.15802,17.24138,13.00708,62.3907,3.758198,25.18195,41.66667,0.0,70.58824,1078,0.2597402597402597,middle,no_charter
176,54.0,281.0,75.52987,13.36851,13.85224,36.69745,20.29703,13.81733,60.07478,4.456322,21.89966,41.81818,0.0,12.5,335,0.16119402985074627,high,no_charter
177,53.0,166.0,58.74644,1.151316,3.426535,34.64912,9.027778,15.96616,59.27044,4.07074,24.75627,26.25,0.0,12.5,219,0.2420091324200913,high,no_charter
178,849.0,1273.0,41.51139,3.604238,4.644538,41.77843,11.37321,13.54297,64.06346,4.083554,25.23114,34.63727,0.0,34.28571,2122,0.4000942507068803,middle,no_charter
179,387.0,1047.0,55.99125,1.264684,2.467791,60.04168,15.80882,12.68737,64.12352,3.937206,25.2138,43.17181,4.347826,0.0,1434,0.2698744769874477,high,has_charter
180,456.0,629.0,62.40778,1.435897,2.666667,29.23077,9.03328,15.50251,59.73505,3.916537,24.51756,21.42857,0.0,5.263158,1085,0.4202764976958525,high,no_charter
181,300.0,899.0,50.21092,1.388811,5.304256,53.2545,23.78976,13.27531,62.06872,3.826458,24.66667,26.38353,0.0,4.166667,1199,0.25020850708924103,high,no_charter
182,644.0,1656.0,43.06891,3.265436,23.676,35.35328,23.12358,14.01194,58.40116,4.173917,24.0922,25.59242,2.857143,22.85714,2300,0.28,middle,has_charter
183,319.0,907.0,62.50497,1.157494,5.942876,53.49124,8.933333,13.07002,57.24297,4.143368,24.20104,13.75405,0.0,9.52381,1226,0.2601957585644372,high,no_charter
184,93.0,145.0,55.91289,0.632911,10.52215,52.08333,10.79545,14.11026,61.88548,4.694474,22.19581,20.93023,0.0,0.0,238,0.3907563025210084,high,no_charter
185,860.0,1528.0,47.23435,3.598305,10.32666,40.11093,21.7477,10.97662,61.44565,4.384205,23.56853,33.77246,0.0,19.04762,2388,0.3601340033500838,middle,no_charter
186,92.0,214.0,64.1791,1.007308,3.851471,50.81967,7.446809,13.11981,58.04066,3.564449,26.02162,11.93182,12.5,25.0,306,0.3006535947712418,high,has_charter
187,86.0,776.0,85.51459,0.138122,0.276243,96.16713,36.46532,11.92077,61.38559,4.099012,25.27964,13.5468,0.0,0.0,862,0.09976798143851508,high,no_charter
188,307.0,683.0,38.11647,1.790807,4.072428,30.11209,11.41869,13.05375,62.32666,3.960634,25.39694,25.3833,0.0,83.33333,990,0.3101010101010101,middle,no_charter
189,587.0,442.0,18.16999,1.957028,3.825099,17.78432,8.097928,12.19485,64.15611,3.664265,25.5498,25.86806,6.25,81.25,1029,0.5704567541302236,low,has_charter
190,290.0,384.0,18.21645,2.105698,3.437242,17.84682,15.19337,9.219296,59.13467,3.774601,25.86148,38.25666,0.0,100.0,674,0.43026706231454004,low,no_charter
191,177.0,479.0,54.84387,1.897597,23.57961,45.82304,21.23894,10.90779,58.44744,3.799078,25.54149,31.80212,0.0,0.0,656,0.2698170731707317,high,no_charter
192,1239.0,1578.0,36.94477,15.21258,19.09346,16.26987,17.40431,12.27789,58.33163,3.762583,23.11697,29.58015,0.0,33.33333,2817,0.4398296059637913,middle,no_charter
193,555.0,402.0,26.11432,5.308799,9.912578,8.671743,9.722222,14.26319,51.10465,3.845847,22.19777,27.70919,4.347826,30.43478,957,0.5799373040752351,low,has_charter
194,154.0,195.0,33.11538,1.770956,1.180638,35.72609,9.166667,11.77256,51.7422,4.581189,22.21333,23.98374,0.0,0.0,349,0.44126074498567336,middle,no_charter
195,82.0,92.0,35.97884,1.407285,1.034768,36.92053,11.90476,14.73511,51.08037,4.420624,20.18018,45.3125,0.0,0.0,174,0.47126436781609193,middle,no_charter
196,1325.0,2073.0,59.40643,23.87054,21.95251,23.50613,27.45747,14.0033,61.99703,4.125407,24.82678,38.74261,1.298701,10.38961,3398,0.3899352560329606,high,has_charter
197,1787.0,1523.0,28.84975,4.59477,5.959822,8.972135,7.187223,12.61622,58.87275,4.33566,21.75074,39.28442,1.219512,6.097561,3310,0.5398791540785498,low,has_charter
198,266.0,125.0,29.30606,7.97491,13.87097,10.28674,10.69959,13.23241,55.94413,3.811049,22.28951,78.96825,0.0,42.85714,391,0.680306905370844,low,no_charter
199,136.0,276.0,37.95538,6.22615,29.74493,26.23017,12.23404,10.66611,57.67268,3.312515,22.42841,0.0,14.28571,14.28571,412,0.3300970873786408,middle,has_charter
200,58.0,56.0,35.75375,2.109375,0.625,40.46875,16.66667,11.91818,61.91985,4.272916,22.22222,0.0,0.0,0.0,114,0.5087719298245614,middle,no_charter
201,149.0,318.0,50.62411,1.101449,11.78261,38.13043,19.2691,14.40147,57.10062,4.203244,22.98675,12.98701,0.0,0.0,467,0.31905781584582443,high,no_charter
202,143.0,137.0,40.70337,0.449312,0.954788,11.42937,3.521127,13.88148,57.82488,3.838359,25.36429,35.42857,0.0,100.0,280,0.5107142857142857,middle,no_charter
203,1002.0,1130.0,25.95567,6.023256,5.232558,38.20266,18.69852,15.21277,62.27005,3.664259,24.16969,29.01554,0.0,10.0,2132,0.4699812382739212,low,no_charter
204,352.0,952.0,44.45212,2.019903,9.084639,63.68608,19.09425,11.89511,59.62526,3.811724,24.03023,34.44593,0.0,48.0,1304,0.26993865030674846,middle,no_charter
205,407.0,1852.0,39.99806,1.101044,11.80547,65.77463,19.71081,12.96852,60.46872,3.939782,24.37131,18.2534,0.0,56.25,2259,0.18016821602478972,middle,no_charter
206,280.0,387.0,46.74229,1.503836,8.194373,13.34015,4.504505,13.40194,62.28607,4.128065,22.62928,13.5,5.882353,0.0,667,0.4197901049475262,middle,has_charter
207,45.0,58.0,54.40152,1.161946,3.776325,17.28395,2.941176,16.79467,61.23499,4.903238,21.27721,40.35088,0.0,10.0,103,0.4368932038834951,high,no_charter
208,580.0,681.0,34.60404,8.123958,7.962554,30.9894,15.03356,14.84909,60.47727,3.763685,24.72111,24.77432,0.0,50.0,1261,0.4599524187153053,middle,no_charter
209,368.0,1382.0,57.88502,2.875776,27.39844,51.59111,24.49393,12.17399,59.09631,3.838001,25.16211,13.23944,0.0,70.83333,1750,0.2102857142857143,high,no_charter
210,229.0,259.0,24.70073,0.979605,1.268669,13.05605,10.27668,15.79196,62.20187,3.995416,24.43908,31.28655,0.0,0.0,488,0.4692622950819672,low,no_charter
211,739.0,2341.0,70.23575,3.366044,19.61802,50.84942,25.21964,11.67938,61.67289,4.147682,23.98684,22.39521,0.0,42.62295,3080,0.23993506493506495,high,no_charter
212,354.0,657.0,44.91996,1.618203,16.41763,36.17087,15.53398,10.97167,61.49285,4.057497,26.51144,13.97059,15.0,20.0,1011,0.35014836795252224,middle,has_charter
213,244.0,382.0,27.57103,0.762642,0.774375,19.66444,6.060606,11.88049,63.43272,3.78439,25.07162,25.0,0.0,70.0,626,0.38977635782747605,low,no_charter
214,74.0,106.0,46.96416,2.107896,18.18507,12.04001,7.913669,11.09907,60.61841,5.342537,20.25289,18.34862,0.0,0.0,180,0.4111111111111111,middle,no_charter
215,241.0,241.0,20.98413,0.826189,2.088854,16.67966,4.054054,8.420029,53.7642,3.82318,22.52066,10.24845,9.090909,0.0,482,0.5,low,has_charter
216,328.0,729.0,47.6781,0.955685,5.308634,31.19068,11.89711,12.19179,62.2201,3.865725,24.81302,13.34405,0.0,61.11111,1057,0.31031220435193946,middle,no_charter
217,17.0,64.0,62.31156,1.224847,2.274716,17.93526,5.263158,10.46923,59.11449,4.587305,20.48736,26.08696,0.0,0.0,81,0.20987654320987653,high,no_charter
218,473.0,437.0,30.64712,7.226302,11.49032,28.47964,11.45631,13.98121,59.65977,3.922567,23.51056,35.31353,6.666667,6.666667,910,0.5197802197802198,low,has_charter
219,352.0,528.0,43.73161,1.65699,17.27445,20.43186,5.168986,13.207,62.10635,3.058089,24.52082,35.83916,13.33333,86.66667,880,0.4,middle,has_charter
220,152.0,48.0,12.89092,1.749271,2.587464,10.49563,8.661417,15.07955,59.96379,4.346546,22.36994,58.82353,0.0,0.0,200,0.76,low,no_charter
221,757.0,853.0,43.17715,2.752435,1.797588,43.81089,8.999082,14.07094,58.3989,3.882451,23.4224,29.01186,4.0,44.0,1610,0.47018633540372673,middle,has_charter
222,285.0,253.0,49.18965,0.89877,4.328288,36.21097,10.14085,16.56101,66.96672,4.540894,24.11054,22.46094,0.0,0.0,538,0.5297397769516728,middle,no_charter
223,40.0,14.0,7.723036,0.138122,0.690608,9.254144,5.0,15.96932,62.78997,5.092907,19.09561,32.07547,0.0,0.0,54,0.7407407407407407,low,no_charter
224,47.0,96.0,48.69423,0.163221,1.468988,25.29924,4.301075,12.16262,52.0844,4.470921,20.17877,40.86957,0.0,0.0,143,0.32867132867132864,middle,no_charter
225,1785.0,564.0,10.58816,8.755863,2.760139,7.792208,11.01512,14.19155,58.19862,3.718169,22.87571,46.68874,0.0,0.0,2349,0.7598978288633461,low,no_charter
226,280.0,229.0,35.02365,0.704225,0.876689,19.61771,7.491857,13.51452,57.16813,3.97603,23.11592,39.73684,0.0,0.0,509,0.550098231827112,middle,no_charter
227,3392.0,5087.0,64.15235,9.492747,16.92434,35.27733,25.08497,12.29597,62.7827,4.952585,22.19313,31.24032,4.166667,28.57143,8479,0.40004717537445456,high,has_charter
228,683.0,1024.0,40.05977,2.53262,6.127555,37.38501,11.09091,12.81245,65.16445,4.103446,23.64449,34.33243,3.703704,81.48148,1707,0.4001171646162859,middle,has_charter
229,357.0,238.0,26.92308,2.594662,1.76288,26.13284,13.33333,15.28393,62.99711,4.26182,24.32617,43.44473,0.0,0.0,595,0.6,low,no_charter
230,435.0,882.0,54.9774,1.804259,14.86001,41.5219,16.01344,13.17371,57.81114,3.832582,23.35025,44.7178,0.0,0.0,1317,0.33029612756264237,high,no_charter
231,330.0,419.0,49.26504,2.389785,2.553705,44.13769,11.06472,13.66803,60.65716,4.097092,24.63998,29.65517,0.0,83.33333,749,0.44058744993324434,middle,no_charter
232,1925.0,1708.0,64.55428,41.36902,16.19322,21.20412,43.73746,15.28547,52.88551,5.230051,17.93118,48.83066,2.654867,1.769912,3633,0.5298651252408478,high,has_charter
233,114.0,86.0,36.41286,0.919842,0.328515,26.64258,5.673759,14.19245,53.51044,3.846512,23.32055,26.41509,0.0,0.0,200,0.57,middle,no_charter
234,279.0,355.0,44.12983,19.62769,10.69226,17.62653,14.7343,13.20137,53.97081,4.022264,21.56064,29.83539,0.0,0.0,634,0.4400630914826498,middle,no_charter
235,60.0,133.0,40.58286,1.936027,0.3367,34.21717,7.207207,16.1252,52.19886,3.727909,22.02652,39.28571,0.0,0.0,193,0.31088082901554404,middle,no_charter
236,638.0,1294.0,48.76863,19.79547,5.832491,23.64881,11.27119,15.0836,59.46523,4.469021,22.00292,30.33708,0.0,62.85714,1932,0.3302277432712215,middle,no_charter
237,591.0,616.0,35.13317,2.449629,4.936003,29.09547,11.32638,13.80978,56.91066,3.589197,24.38578,36.2426,0.0,0.0,1207,0.4896437448218724,middle,no_charter
238,130.0,43.0,13.77399,0.730816,0.487211,21.84328,2.564103,14.55039,51.683,3.78643,20.5988,29.72973,0.0,0.0,173,0.7514450867052023,low,no_charter
239,558.0,1765.0,68.72708,20.87249,13.3483,42.18544,33.74755,12.67768,66.65475,4.527226,22.94049,18.20926,0.0,21.95122,2323,0.24020662935858803,high,no_charter
240,397.0,352.0,26.57033,4.436534,5.981941,26.72339,14.19624,10.5935,55.6319,3.616366,23.9626,26.28676,0.0,0.0,749,0.5300400534045394,low,no_charter
241,293.0,144.0,18.07366,1.065779,1.648626,9.342215,3.284672,14.97258,60.46424,4.506425,23.30425,45.45455,0.0,0.0,437,0.6704805491990846,low,no_charter
242,465.0,262.0,38.07467,1.538031,1.165175,30.20134,8.932039,13.48316,55.68426,3.887088,21.21927,25.90361,0.0,0.0,727,0.6396148555708391,middle,no_charter
243,453.0,223.0,22.46579,2.346382,2.090835,12.61471,5.326877,16.19522,64.39768,4.933223,21.43327,25.63559,5.263158,0.0,676,0.6701183431952663,low,has_charter
244,96.0,78.0,17.99781,0.617829,1.41218,9.223301,4.587156,11.0873,50.37247,3.667019,19.39394,35.95506,0.0,0.0,174,0.5517241379310345,low,no_charter
245,224.0,199.0,36.82691,1.330486,3.876478,27.18463,5.802048,14.22784,59.65303,4.756442,22.28147,39.81481,0.0,0.0,423,0.5295508274231678,middle,no_charter
246,34.0,32.0,27.08779,1.005025,0.301508,21.60804,9.23077,12.86419,46.34738,4.792461,17.37132,41.33333,0.0,0.0,66,0.5151515151515151,low,no_charter
247,179.0,152.0,19.30207,2.108511,0.539985,25.09643,8.290155,13.3229,51.76827,4.138211,21.00933,48.80952,0.0,0.0,331,0.540785498489426,low,no_charter
248,303.0,402.0,31.91489,8.753316,4.823657,34.79713,11.89931,17.10861,57.48922,3.823838,23.5232,38.95447,0.0,0.0,705,0.4297872340425532,low,no_charter
249,108.0,127.0,39.27727,1.385309,0.966495,54.38144,21.32353,14.49774,60.26291,4.158069,22.21329,33.33333,0.0,0.0,235,0.4595744680851064,middle,no_charter
250,302.0,452.0,35.70633,4.651992,8.920774,32.86695,9.057301,17.08317,53.11772,4.325819,21.67377,42.91498,0.0,13.33333,754,0.4005305039787798,middle,no_charter
251,171.0,419.0,44.54203,2.308979,1.528165,62.94479,22.37197,15.48966,62.89081,4.31273,24.50787,20.19002,0.0,15.38462,590,0.28983050847457625,middle,no_charter
252,400.0,315.0,23.6491,5.235658,2.399232,33.46129,11.25,17.79609,60.28385,4.361515,23.73711,37.80488,0.0,0.0,715,0.5594405594405595,low,no_charter
253,538.0,67.0,7.894435,17.389,4.916817,6.887782,13.52834,14.11575,66.18201,5.970823,18.74769,73.37526,0.0,0.0,605,0.8892561983471075,low,no_charter
254,975.0,1241.0,42.80784,12.24502,3.270391,49.41048,22.36951,16.57729,80.56504,5.0384,28.21085,38.10758,0.0,0.0,2216,0.43998194945848373,middle,no_charter
255,463.0,445.0,40.20545,18.39412,4.340957,25.20091,11.52,15.60997,65.46892,4.317319,23.7628,29.55112,0.0,0.0,908,0.5099118942731278,middle,no_charter
256,399.0,314.0,28.89357,31.45988,5.952142,18.42952,20.22727,14.80637,60.77492,4.090016,22.11977,26.72065,0.0,0.0,713,0.5596072931276297,low,no_charter
257,393.0,876.0,56.34867,1.201376,0.587457,72.01376,19.71665,14.11421,59.92213,4.282146,22.5353,26.64756,4.0,20.0,1269,0.30969267139479906,high,has_charter
258,204.0,141.0,14.5064,1.659053,1.226256,4.087521,3.333333,17.28916,58.61628,4.262088,24.33353,60.58091,14.28571,0.0,345,0.591304347826087,low,has_charter
259,59.0,86.0,39.60894,0.747126,0.287356,8.908046,4.301075,16.4912,56.13194,4.741874,18.73638,28.82883,0.0,0.0,145,0.4068965517241379,middle,no_charter
260,131.0,204.0,49.37712,0.840532,1.074014,4.809713,4.090909,14.58583,55.39661,4.509515,20.73813,34.48276,0.0,0.0,335,0.39104477611940297,high,no_charter
261,80.0,41.0,32.10162,1.633166,0.628141,8.354271,1.960784,14.40364,54.12202,2.908312,16.88889,43.24324,9.090909,0.0,121,0.6611570247933884,low,has_charter
262,326.0,109.0,11.44366,4.562111,7.805057,10.15024,10.1626,15.17562,61.41934,4.303057,22.27944,40.4908,0.0,0.0,435,0.7494252873563219,low,no_charter
263,100.0,139.0,40.81942,1.31692,1.774979,39.96565,12.64368,15.51333,57.07422,4.262563,20.0237,39.6648,0.0,16.66667,239,0.41841004184100417,middle,no_charter
264,688.0,808.0,28.11086,6.548673,21.01071,18.01584,13.24153,15.96551,59.26899,3.955489,22.88891,26.11607,0.0,34.61538,1496,0.45989304812834225,low,no_charter
265,155.0,168.0,22.71245,2.529475,15.34834,10.39657,18.22034,15.12085,62.3536,4.900856,20.22874,66.31016,0.0,0.0,323,0.47987616099071206,low,no_charter
266,515.0,537.0,23.01924,2.829361,8.373287,16.74657,9.129815,14.62274,53.90188,4.110539,22.38147,40.26144,5.263158,10.52632,1052,0.48954372623574144,low,has_charter
267,450.0,874.0,35.46088,3.839582,35.21459,15.5493,23.87677,16.68085,68.3388,4.364927,25.6708,20.02275,0.0,56.0,1324,0.33987915407854985,middle,no_charter
268,55.0,65.0,39.70868,0.429448,0.674847,25.09202,6.329114,15.62941,56.85404,3.94201,20.42161,43.83562,0.0,0.0,120,0.4583333333333333,middle,no_charter
269,224.0,162.0,30.76032,1.92344,0.716576,22.40241,6.153846,15.85861,54.12234,4.170568,21.14767,23.37165,11.11111,11.11111,386,0.5803108808290155,low,has_charter
270,320.0,296.0,19.67584,3.863969,3.644564,12.84739,5.99455,15.71779,59.48468,4.081602,22.29298,14.45087,0.0,0.0,616,0.5194805194805194,low,no_charter
271,108.0,126.0,33.55805,1.379099,0.858106,26.50935,17.56757,11.02364,50.73147,3.834786,21.02305,0.0,0.0,0.0,234,0.46153846153846156,middle,no_charter
272,151.0,81.0,21.46387,0.878378,0.439189,34.05405,14.28571,16.46453,56.83735,4.968968,20.91327,46.48438,0.0,0.0,232,0.6508620689655172,low,no_charter
273,193.0,495.0,51.20522,4.550344,3.431583,39.2642,10.04902,13.27732,56.23431,3.767504,23.17001,12.96703,0.0,41.66667,688,0.2805232558139535,high,no_charter
274,55.0,65.0,42.13075,0.783085,0.234926,25.92013,1.724138,13.38175,49.55074,3.282389,21.30662,29.87013,0.0,0.0,120,0.4583333333333333,middle,no_charter
275,72.0,152.0,55.00726,0.673968,1.235608,64.5886,18.12081,13.32733,55.53515,4.008414,24.00409,13.0719,0.0,0.0,224,0.32142857142857145,high,no_charter
276,359.0,374.0,42.6007,4.702023,1.366867,32.55878,9.221311,14.96416,59.64521,3.932407,24.17863,21.40625,0.0,50.0,733,0.4897680763983629,middle,no_charter
277,31.0,89.0,53.90428,1.221374,1.475827,53.43511,14.73684,12.70857,51.29737,4.109917,21.68662,28.86598,0.0,16.66667,120,0.25833333333333336,high,no_charter
278,39.0,96.0,72.2977,12.32356,0.597177,45.33116,6.521739,12.38267,52.19434,4.350793,21.44379,17.72152,0.0,0.0,135,0.28888888888888886,high,no_charter
279,303.0,473.0,49.25642,13.28312,2.939555,25.5282,14.10788,15.09745,57.77756,4.165932,23.06171,24.24242,0.0,25.0,776,0.3904639175257732,middle,no_charter
280,79.0,128.0,49.15907,0.876271,1.892744,29.75815,3.597122,13.2434,55.37246,3.941387,20.91108,36.42384,0.0,0.0,207,0.38164251207729466,middle,no_charter
281,19.0,22.0,51.2931,0.142248,0.56899,32.29018,2.564103,15.81222,53.21662,5.045576,19.64384,34.21053,0.0,0.0,41,0.4634146341463415,high,no_charter
282,23.0,20.0,60.14599,0.480769,0.0,5.128205,5.555556,16.13205,63.50783,6.48247,17.90831,42.42424,0.0,0.0,43,0.5348837209302325,high,no_charter
283,91.0,168.0,84.09904,0.562852,0.241222,90.72635,18.78788,14.21739,58.39111,3.95291,22.75184,8.370044,0.0,0.0,259,0.35135135135135137,high,no_charter
284,96.0,246.0,74.57442,0.895583,0.24425,80.46,15.98174,12.97066,53.3049,3.688748,22.96475,16.46586,0.0,0.0,342,0.2807017543859649,high,no_charter
285,40.0,210.0,76.58037,1.72117,0.057372,83.76363,23.68421,13.28494,58.36271,4.115279,22.61873,27.42857,0.0,0.0,250,0.16,high,no_charter
286,578.0,1172.0,44.83328,7.621228,1.954371,43.13517,12.71111,14.47325,58.32298,4.057255,22.31273,35.91731,3.125,28.125,1750,0.3302857142857143,middle,has_charter
287,26.0,124.0,72.66314,1.192504,0.298126,79.25894,13.15789,14.81406,58.00131,4.081734,21.10603,36.13445,0.0,0.0,150,0.17333333333333334,high,no_charter
288,23.0,111.0,92.3345,0.933553,0.10983,83.0313,17.10526,14.40238,61.35021,3.792456,22.91892,0.0,0.0,100.0,134,0.17164179104477612,high,no_charter
289,31.0,22.0,36.71642,0.42796,0.85592,4.707561,4.651163,13.26809,48.16047,4.666561,18.42667,70.27027,0.0,0.0,53,0.5849056603773585,middle,no_charter
290,59.0,207.0,51.80654,0.547196,0.437757,76.90834,15.52795,15.02404,56.92598,3.897079,23.48475,30.60109,0.0,16.66667,266,0.22180451127819548,high,no_charter
291,204.0,100.0,23.2817,1.366251,0.862896,18.64813,8.152174,14.22136,56.80801,3.825936,22.87717,35.54688,0.0,0.0,304,0.6710526315789473,low,no_charter
292,736.0,602.0,15.68154,5.522166,1.674629,17.43977,6.917476,15.00022,57.20355,3.831574,23.20986,37.68719,0.0,0.0,1338,0.5500747384155455,low,no_charter
293,526.0,644.0,38.15821,2.905512,2.354871,33.44268,9.943978,15.35255,56.41361,3.69907,24.85112,34.36341,0.0,22.22222,1170,0.4495726495726496,middle,no_charter
294,1088.0,343.0,12.32702,5.661354,1.4852,14.53115,5.405405,15.73222,62.75024,4.265133,23.81032,41.16638,0.0,0.0,1431,0.7603074772886094,low,no_charter
295,186.0,62.0,1.247051,6.066291,1.000625,2.345216,4.72973,12.22485,55.20884,4.079327,20.98849,74.3421,0.0,0.0,248,0.75,low,no_charter
296,284.0,232.0,23.45529,3.861647,1.819697,29.78191,10.36585,10.28723,54.40298,4.155084,21.65256,21.14094,0.0,0.0,516,0.5503875968992248,low,no_charter
297,455.0,136.0,17.89883,10.49096,3.372093,12.70026,14.92891,14.43766,49.78331,4.254717,20.06286,46.42032,0.0,0.0,591,0.7698815566835872,low,no_charter
298,17.0,42.0,49.23581,0.77951,1.670379,43.76392,4.166667,11.36091,50.43317,5.039203,19.54545,27.08333,0.0,0.0,59,0.288135593220339,middle,no_charter
299,96.0,246.0,62.23968,13.82086,3.956157,32.12879,15.88448,13.27089,52.88133,4.324174,20.98711,8.0,0.0,18.18182,342,0.2807017543859649,high,no_charter
300,37.0,117.0,46.16188,1.150575,0.8004,45.62281,13.33333,11.80714,48.42615,3.945069,19.8583,53.77358,0.0,0.0,154,0.24025974025974026,middle,no_charter
301,208.0,387.0,43.41431,3.648564,1.541204,46.31998,21.37767,14.40468,53.79616,3.845481,22.70884,29.89247,0.0,6.666667,595,0.3495798319327731,middle,no_charter
302,199.0,510.0,70.62104,20.46172,2.989345,17.42305,11.03286,16.5642,61.70566,3.970984,24.88647,15.14286,0.0,13.63636,709,0.28067700987306066,high,no_charter
303,72.0,84.0,77.74827,5.998899,9.576225,11.11723,7.874016,16.91871,65.09957,6.913397,20.03252,23.52941,0.0,0.0,156,0.46153846153846156,high,no_charter
