sira,ind1,ind2,ind3,ind4,ind5
1151,2,5,2,1,1
1152,2,5,2,1,2
1153,2,5,2,1,3
1154,2,5,2,1,4
1155,2,5,2,1,5
1156,2,5,2,2,1
1157,2,5,2,2,2
1158,2,5,2,2,3
1159,2,5,2,2,4
1160,2,5,2,2,5
1161,2,5,2,3,1
1162,2,5,2,3,2
1163,2,5,2,3,3
1164,2,5,2,3,4
1165,2,5,2,3,5
1166,2,5,2,4,1
1167,2,5,2,4,2
1168,2,5,2,4,3
1169,2,5,2,4,4
1170,2,5,2,4,5
1171,2,5,2,5,1
1172,2,5,2,5,2
1173,2,5,2,5,3
1174,2,5,2,5,4
1175,2,5,2,5,5
1176,2,5,3,1,1
1177,2,5,3,1,2
1178,2,5,3,1,3
1179,2,5,3,1,4
1180,2,5,3,1,5
1181,2,5,3,2,1
1182,2,5,3,2,2
1183,2,5,3,2,3
1184,2,5,3,2,4
1185,2,5,3,2,5
1186,2,5,3,3,1
1187,2,5,3,3,2
1188,2,5,3,3,3
1189,2,5,3,3,4
1190,2,5,3,3,5
1191,2,5,3,4,1
1192,2,5,3,4,2
1193,2,5,3,4,3
1194,2,5,3,4,4
1195,2,5,3,4,5
1196,2,5,3,5,1
1197,2,5,3,5,2
1198,2,5,3,5,3
1199,2,5,3,5,4
1200,2,5,3,5,5
1201,2,5,4,1,1
1202,2,5,4,1,2
1203,2,5,4,1,3
1204,2,5,4,1,4
1205,2,5,4,1,5
1206,2,5,4,2,1
1207,2,5,4,2,2
1208,2,5,4,2,3
1209,2,5,4,2,4
1210,2,5,4,2,5
1211,2,5,4,3,1
1212,2,5,4,3,2
1213,2,5,4,3,3
1214,2,5,4,3,4
1215,2,5,4,3,5
1216,2,5,4,4,1
1217,2,5,4,4,2
1218,2,5,4,4,3
1219,2,5,4,4,4
1220,2,5,4,4,5
1221,2,5,4,5,1
1222,2,5,4,5,2
1223,2,5,4,5,3
1224,2,5,4,5,4
1225,2,5,4,5,5
1226,2,5,5,1,1
1227,2,5,5,1,2
1228,2,5,5,1,3
1229,2,5,5,1,4
1230,2,5,5,1,5
1231,2,5,5,2,1
1232,2,5,5,2,2
1233,2,5,5,2,3
1234,2,5,5,2,4
1235,2,5,5,2,5
1236,2,5,5,3,1
1237,2,5,5,3,2
1238,2,5,5,3,3
1239,2,5,5,3,4
1240,2,5,5,3,5
1241,2,5,5,4,1
1242,2,5,5,4,2
1243,2,5,5,4,3
1244,2,5,5,4,4
1245,2,5,5,4,5
1246,2,5,5,5,1
1247,2,5,5,5,2
1248,2,5,5,5,3
1249,2,5,5,5,4
1250,2,5,5,5,5
1251,3,1,1,1,1
1252,3,1,1,1,2
1253,3,1,1,1,3
1254,3,1,1,1,4
1255,3,1,1,1,5
1256,3,1,1,2,1
1257,3,1,1,2,2
1258,3,1,1,2,3
1259,3,1,1,2,4
1260,3,1,1,2,5
1261,3,1,1,3,1
1262,3,1,1,3,2
1263,3,1,1,3,3
1264,3,1,1,3,4
1265,3,1,1,3,5
1266,3,1,1,4,1
1267,3,1,1,4,2
1268,3,1,1,4,3
1269,3,1,1,4,4
1270,3,1,1,4,5
1271,3,1,1,5,1
1272,3,1,1,5,2
1273,3,1,1,5,3
1274,3,1,1,5,4
1275,3,1,1,5,5
1276,3,1,2,1,1
1277,3,1,2,1,2
1278,3,1,2,1,3
1279,3,1,2,1,4
1280,3,1,2,1,5
1281,3,1,2,2,1
1282,3,1,2,2,2
1283,3,1,2,2,3
1284,3,1,2,2,4
1285,3,1,2,2,5
1286,3,1,2,3,1
1287,3,1,2,3,2
1288,3,1,2,3,3
1289,3,1,2,3,4
1290,3,1,2,3,5
1291,3,1,2,4,1
1292,3,1,2,4,2
1293,3,1,2,4,3
1294,3,1,2,4,4
1295,3,1,2,4,5
1296,3,1,2,5,1
1297,3,1,2,5,2
1298,3,1,2,5,3
1299,3,1,2,5,4
1300,3,1,2,5,5
1301,3,1,3,1,1
1302,3,1,3,1,2
1303,3,1,3,1,3
1304,3,1,3,1,4
1305,3,1,3,1,5
1306,3,1,3,2,1
1307,3,1,3,2,2
1308,3,1,3,2,3
1309,3,1,3,2,4
1310,3,1,3,2,5
1311,3,1,3,3,1
1312,3,1,3,3,2
1313,3,1,3,3,3
1314,3,1,3,3,4
1315,3,1,3,3,5
1316,3,1,3,4,1
1317,3,1,3,4,2
1318,3,1,3,4,3
1319,3,1,3,4,4
1320,3,1,3,4,5
1321,3,1,3,5,1
1322,3,1,3,5,2
1323,3,1,3,5,3
1324,3,1,3,5,4
1325,3,1,3,5,5
1326,3,1,4,1,1
1327,3,1,4,1,2
1328,3,1,4,1,3
1329,3,1,4,1,4
1330,3,1,4,1,5
1331,3,1,4,2,1
1332,3,1,4,2,2
1333,3,1,4,2,3
1334,3,1,4,2,4
1335,3,1,4,2,5
1336,3,1,4,3,1
1337,3,1,4,3,2
1338,3,1,4,3,3
1339,3,1,4,3,4
1340,3,1,4,3,5
1341,3,1,4,4,1
1342,3,1,4,4,2
1343,3,1,4,4,3
1344,3,1,4,4,4
1345,3,1,4,4,5
1346,3,1,4,5,1
1347,3,1,4,5,2
1348,3,1,4,5,3
1349,3,1,4,5,4
1350,3,1,4,5,5
1351,3,1,5,1,1
1352,3,1,5,1,2
1353,3,1,5,1,3
1354,3,1,5,1,4
1355,3,1,5,1,5
1356,3,1,5,2,1
1357,3,1,5,2,2
1358,3,1,5,2,3
1359,3,1,5,2,4
1360,3,1,5,2,5
1361,3,1,5,3,1
1362,3,1,5,3,2
1363,3,1,5,3,3
1364,3,1,5,3,4
1365,3,1,5,3,5
1366,3,1,5,4,1
1367,3,1,5,4,2
1368,3,1,5,4,3
1369,3,1,5,4,4
1370,3,1,5,4,5
1371,3,1,5,5,1
1372,3,1,5,5,2
1373,3,1,5,5,3
1374,3,1,5,5,4
1375,3,1,5,5,5
1376,3,2,1,1,1
1377,3,2,1,1,2
1378,3,2,1,1,3
1379,3,2,1,1,4
1380,3,2,1,1,5
1381,3,2,1,2,1
1382,3,2,1,2,2
1383,3,2,1,2,3
1384,3,2,1,2,4
1385,3,2,1,2,5
1386,3,2,1,3,1
1387,3,2,1,3,2
1388,3,2,1,3,3
1389,3,2,1,3,4
1390,3,2,1,3,5
1391,3,2,1,4,1
1392,3,2,1,4,2
1393,3,2,1,4,3
1394,3,2,1,4,4
1395,3,2,1,4,5
1396,3,2,1,5,1
1397,3,2,1,5,2
1398,3,2,1,5,3
1399,3,2,1,5,4
1400,3,2,1,5,5
1401,3,2,2,1,1
1402,3,2,2,1,2
1403,3,2,2,1,3
1404,3,2,2,1,4
1405,3,2,2,1,5
1406,3,2,2,2,1
1407,3,2,2,2,2
1408,3,2,2,2,3
1409,3,2,2,2,4
1410,3,2,2,2,5
1411,3,2,2,3,1
1412,3,2,2,3,2
1413,3,2,2,3,3
1414,3,2,2,3,4
1415,3,2,2,3,5
1416,3,2,2,4,1
1417,3,2,2,4,2
1418,3,2,2,4,3
1419,3,2,2,4,4
1420,3,2,2,4,5
1421,3,2,2,5,1
1422,3,2,2,5,2
1423,3,2,2,5,3
1424,3,2,2,5,4
1425,3,2,2,5,5
1426,3,2,3,1,1
1427,3,2,3,1,2
1428,3,2,3,1,3
1429,3,2,3,1,4
1430,3,2,3,1,5
1431,3,2,3,2,1
1432,3,2,3,2,2
1433,3,2,3,2,3
1434,3,2,3,2,4
1435,3,2,3,2,5
1436,3,2,3,3,1
1437,3,2,3,3,2
1438,3,2,3,3,3
1439,3,2,3,3,4
1440,3,2,3,3,5
1441,3,2,3,4,1
1442,3,2,3,4,2
1443,3,2,3,4,3
1444,3,2,3,4,4
1445,3,2,3,4,5
1446,3,2,3,5,1
1447,3,2,3,5,2
1448,3,2,3,5,3
1449,3,2,3,5,4
1450,3,2,3,5,5
1451,3,2,4,1,1
1452,3,2,4,1,2
1453,3,2,4,1,3
1454,3,2,4,1,4
1455,3,2,4,1,5
1456,3,2,4,2,1
1457,3,2,4,2,2
1458,3,2,4,2,3
1459,3,2,4,2,4
1460,3,2,4,2,5
1461,3,2,4,3,1
1462,3,2,4,3,2
1463,3,2,4,3,3
1464,3,2,4,3,4
1465,3,2,4,3,5
1466,3,2,4,4,1
1467,3,2,4,4,2
1468,3,2,4,4,3
1469,3,2,4,4,4
1470,3,2,4,4,5
1471,3,2,4,5,1
1472,3,2,4,5,2
1473,3,2,4,5,3
1474,3,2,4,5,4
1475,3,2,4,5,5
1476,3,2,5,1,1
1477,3,2,5,1,2
1478,3,2,5,1,3
1479,3,2,5,1,4
1480,3,2,5,1,5
1481,3,2,5,2,1
1482,3,2,5,2,2
1483,3,2,5,2,3
1484,3,2,5,2,4
1485,3,2,5,2,5
1486,3,2,5,3,1
1487,3,2,5,3,2
1488,3,2,5,3,3
1489,3,2,5,3,4
1490,3,2,5,3,5
1491,3,2,5,4,1
1492,3,2,5,4,2
1493,3,2,5,4,3
1494,3,2,5,4,4
1495,3,2,5,4,5
1496,3,2,5,5,1
1497,3,2,5,5,2
1498,3,2,5,5,3
1499,3,2,5,5,4
1500,3,2,5,5,5
1501,3,3,1,1,1
1502,3,3,1,1,2
1503,3,3,1,1,3
1504,3,3,1,1,4
1505,3,3,1,1,5
1506,3,3,1,2,1
1507,3,3,1,2,2
1508,3,3,1,2,3
1509,3,3,1,2,4
1510,3,3,1,2,5
1511,3,3,1,3,1
1512,3,3,1,3,2
1513,3,3,1,3,3
1514,3,3,1,3,4
1515,3,3,1,3,5
1516,3,3,1,4,1
1517,3,3,1,4,2
1518,3,3,1,4,3
1519,3,3,1,4,4
1520,3,3,1,4,5
1521,3,3,1,5,1
1522,3,3,1,5,2
1523,3,3,1,5,3
1524,3,3,1,5,4
1525,3,3,1,5,5
1526,3,3,2,1,1
1527,3,3,2,1,2
1528,3,3,2,1,3
1529,3,3,2,1,4
1530,3,3,2,1,5
1531,3,3,2,2,1
1532,3,3,2,2,2
1533,3,3,2,2,3
1534,3,3,2,2,4
1535,3,3,2,2,5
1536,3,3,2,3,1
1537,3,3,2,3,2
1538,3,3,2,3,3
1539,3,3,2,3,4
1540,3,3,2,3,5
1541,3,3,2,4,1
1542,3,3,2,4,2
1543,3,3,2,4,3
1544,3,3,2,4,4
1545,3,3,2,4,5
1546,3,3,2,5,1
1547,3,3,2,5,2
1548,3,3,2,5,3
1549,3,3,2,5,4
1550,3,3,2,5,5
1551,3,3,3,1,1
1552,3,3,3,1,2
1553,3,3,3,1,3
1554,3,3,3,1,4
1555,3,3,3,1,5
1556,3,3,3,2,1
1557,3,3,3,2,2
1558,3,3,3,2,3
1559,3,3,3,2,4
1560,3,3,3,2,5
1561,3,3,3,3,1
1562,3,3,3,3,2
1563,3,3,3,3,3
1564,3,3,3,3,4
1565,3,3,3,3,5
1566,3,3,3,4,1
1567,3,3,3,4,2
1568,3,3,3,4,3
1569,3,3,3,4,4
1570,3,3,3,4,5
1571,3,3,3,5,1
1572,3,3,3,5,2
1573,3,3,3,5,3
1574,3,3,3,5,4
1575,3,3,3,5,5
1576,3,3,4,1,1
1577,3,3,4,1,2
1578,3,3,4,1,3
1579,3,3,4,1,4
1580,3,3,4,1,5
1581,3,3,4,2,1
1582,3,3,4,2,2
1583,3,3,4,2,3
1584,3,3,4,2,4
1585,3,3,4,2,5
1586,3,3,4,3,1
1587,3,3,4,3,2
1588,3,3,4,3,3
1589,3,3,4,3,4
1590,3,3,4,3,5
1591,3,3,4,4,1
1592,3,3,4,4,2
1593,3,3,4,4,3
1594,3,3,4,4,4
1595,3,3,4,4,5
1596,3,3,4,5,1
1597,3,3,4,5,2
1598,3,3,4,5,3
1599,3,3,4,5,4
1600,3,3,4,5,5
1601,3,3,5,1,1
1602,3,3,5,1,2
1603,3,3,5,1,3
1604,3,3,5,1,4
1605,3,3,5,1,5
1606,3,3,5,2,1
1607,3,3,5,2,2
1608,3,3,5,2,3
1609,3,3,5,2,4
1610,3,3,5,2,5
1611,3,3,5,3,1
1612,3,3,5,3,2
1613,3,3,5,3,3
1614,3,3,5,3,4
1615,3,3,5,3,5
1616,3,3,5,4,1
1617,3,3,5,4,2
1618,3,3,5,4,3
1619,3,3,5,4,4
1620,3,3,5,4,5
1621,3,3,5,5,1
1622,3,3,5,5,2
1623,3,3,5,5,3
1624,3,3,5,5,4
1625,3,3,5,5,5
1626,3,4,1,1,1
1627,3,4,1,1,2
1628,3,4,1,1,3
1629,3,4,1,1,4
1630,3,4,1,1,5
1631,3,4,1,2,1
1632,3,4,1,2,2
1633,3,4,1,2,3
1634,3,4,1,2,4
1635,3,4,1,2,5
1636,3,4,1,3,1
1637,3,4,1,3,2
1638,3,4,1,3,3
1639,3,4,1,3,4
1640,3,4,1,3,5
1641,3,4,1,4,1
1642,3,4,1,4,2
1643,3,4,1,4,3
1644,3,4,1,4,4
1645,3,4,1,4,5
1646,3,4,1,5,1
1647,3,4,1,5,2
1648,3,4,1,5,3
1649,3,4,1,5,4
1650,3,4,1,5,5
1651,3,4,2,1,1
1652,3,4,2,1,2
1653,3,4,2,1,3
1654,3,4,2,1,4
1655,3,4,2,1,5
1656,3,4,2,2,1
1657,3,4,2,2,2
1658,3,4,2,2,3
1659,3,4,2,2,4
1660,3,4,2,2,5
1661,3,4,2,3,1
1662,3,4,2,3,2
1663,3,4,2,3,3
1664,3,4,2,3,4
1665,3,4,2,3,5
1666,3,4,2,4,1
1667,3,4,2,4,2
1668,3,4,2,4,3
1669,3,4,2,4,4
1670,3,4,2,4,5
1671,3,4,2,5,1
1672,3,4,2,5,2
1673,3,4,2,5,3
1674,3,4,2,5,4
1675,3,4,2,5,5
1676,3,4,3,1,1
1677,3,4,3,1,2
1678,3,4,3,1,3
1679,3,4,3,1,4
1680,3,4,3,1,5
1681,3,4,3,2,1
1682,3,4,3,2,2
1683,3,4,3,2,3
1684,3,4,3,2,4
1685,3,4,3,2,5
1686,3,4,3,3,1
1687,3,4,3,3,2
1688,3,4,3,3,3
1689,3,4,3,3,4
1690,3,4,3,3,5
1691,3,4,3,4,1
1692,3,4,3,4,2
1693,3,4,3,4,3
1694,3,4,3,4,4
1695,3,4,3,4,5
1696,3,4,3,5,1
1697,3,4,3,5,2
1698,3,4,3,5,3
1699,3,4,3,5,4
1700,3,4,3,5,5
1701,3,4,4,1,1
1702,3,4,4,1,2
1703,3,4,4,1,3
1704,3,4,4,1,4
1705,3,4,4,1,5
1706,3,4,4,2,1
1707,3,4,4,2,2
1708,3,4,4,2,3
1709,3,4,4,2,4
1710,3,4,4,2,5
1711,3,4,4,3,1
1712,3,4,4,3,2
1713,3,4,4,3,3
1714,3,4,4,3,4
1715,3,4,4,3,5
1716,3,4,4,4,1
1717,3,4,4,4,2
1718,3,4,4,4,3
1719,3,4,4,4,4
1720,3,4,4,4,5
1721,3,4,4,5,1
1722,3,4,4,5,2
1723,3,4,4,5,3
1724,3,4,4,5,4
1725,3,4,4,5,5
1726,3,4,5,1,1
1727,3,4,5,1,2
1728,3,4,5,1,3
1729,3,4,5,1,4
1730,3,4,5,1,5
1731,3,4,5,2,1
1732,3,4,5,2,2
1733,3,4,5,2,3
1734,3,4,5,2,4
1735,3,4,5,2,5
1736,3,4,5,3,1
1737,3,4,5,3,2
1738,3,4,5,3,3
1739,3,4,5,3,4
1740,3,4,5,3,5
1741,3,4,5,4,1
1742,3,4,5,4,2
1743,3,4,5,4,3
1744,3,4,5,4,4
1745,3,4,5,4,5
1746,3,4,5,5,1
1747,3,4,5,5,2
1748,3,4,5,5,3
1749,3,4,5,5,4
1750,3,4,5,5,5
1751,3,5,1,1,1
1752,3,5,1,1,2
1753,3,5,1,1,3
1754,3,5,1,1,4
1755,3,5,1,1,5
1756,3,5,1,2,1
1757,3,5,1,2,2
1758,3,5,1,2,3
1759,3,5,1,2,4
1760,3,5,1,2,5
1761,3,5,1,3,1
1762,3,5,1,3,2
1763,3,5,1,3,3
1764,3,5,1,3,4
1765,3,5,1,3,5
1766,3,5,1,4,1
1767,3,5,1,4,2
1768,3,5,1,4,3
1769,3,5,1,4,4
1770,3,5,1,4,5
1771,3,5,1,5,1
1772,3,5,1,5,2
1773,3,5,1,5,3
1774,3,5,1,5,4
1775,3,5,1,5,5
1776,3,5,2,1,1
1777,3,5,2,1,2
1778,3,5,2,1,3
1779,3,5,2,1,4
1780,3,5,2,1,5
1781,3,5,2,2,1
1782,3,5,2,2,2
1783,3,5,2,2,3
1784,3,5,2,2,4
1785,3,5,2,2,5
1786,3,5,2,3,1
1787,3,5,2,3,2
1788,3,5,2,3,3
1789,3,5,2,3,4
1790,3,5,2,3,5
1791,3,5,2,4,1
1792,3,5,2,4,2
1793,3,5,2,4,3
1794,3,5,2,4,4
1795,3,5,2,4,5
1796,3,5,2,5,1
1797,3,5,2,5,2
1798,3,5,2,5,3
1799,3,5,2,5,4
1800,3,5,2,5,5
1801,3,5,3,1,1
1802,3,5,3,1,2
1803,3,5,3,1,3
1804,3,5,3,1,4
1805,3,5,3,1,5
1806,3,5,3,2,1
1807,3,5,3,2,2
1808,3,5,3,2,3
1809,3,5,3,2,4
1810,3,5,3,2,5
1811,3,5,3,3,1
1812,3,5,3,3,2
1813,3,5,3,3,3
1814,3,5,3,3,4
1815,3,5,3,3,5
1816,3,5,3,4,1
1817,3,5,3,4,2
1818,3,5,3,4,3
1819,3,5,3,4,4
1820,3,5,3,4,5
1821,3,5,3,5,1
1822,3,5,3,5,2
1823,3,5,3,5,3
1824,3,5,3,5,4
1825,3,5,3,5,5
1826,3,5,4,1,1
1827,3,5,4,1,2
1828,3,5,4,1,3
1829,3,5,4,1,4
1830,3,5,4,1,5
1831,3,5,4,2,1
1832,3,5,4,2,2
1833,3,5,4,2,3
1834,3,5,4,2,4
1835,3,5,4,2,5
1836,3,5,4,3,1
1837,3,5,4,3,2
1838,3,5,4,3,3
1839,3,5,4,3,4
1840,3,5,4,3,5
1841,3,5,4,4,1
1842,3,5,4,4,2
1843,3,5,4,4,3
1844,3,5,4,4,4
1845,3,5,4,4,5
1846,3,5,4,5,1
1847,3,5,4,5,2
1848,3,5,4,5,3
1849,3,5,4,5,4
1850,3,5,4,5,5
1851,3,5,5,1,1
1852,3,5,5,1,2
1853,3,5,5,1,3
1854,3,5,5,1,4
1855,3,5,5,1,5
1856,3,5,5,2,1
1857,3,5,5,2,2
1858,3,5,5,2,3
1859,3,5,5,2,4
1860,3,5,5,2,5
1861,3,5,5,3,1
1862,3,5,5,3,2
1863,3,5,5,3,3
1864,3,5,5,3,4
1865,3,5,5,3,5
1866,3,5,5,4,1
1867,3,5,5,4,2
1868,3,5,5,4,3
1869,3,5,5,4,4
1870,3,5,5,4,5
1871,3,5,5,5,1
1872,3,5,5,5,2
1873,3,5,5,5,3
1874,3,5,5,5,4
1875,3,5,5,5,5
1876,4,1,1,1,1
1877,4,1,1,1,2
1878,4,1,1,1,3
1879,4,1,1,1,4
1880,4,1,1,1,5
1881,4,1,1,2,1
1882,4,1,1,2,2
1883,4,1,1,2,3
1884,4,1,1,2,4
1885,4,1,1,2,5
1886,4,1,1,3,1
1887,4,1,1,3,2
1888,4,1,1,3,3
1889,4,1,1,3,4
1890,4,1,1,3,5
1891,4,1,1,4,1
1892,4,1,1,4,2
1893,4,1,1,4,3
1894,4,1,1,4,4
1895,4,1,1,4,5
1896,4,1,1,5,1
1897,4,1,1,5,2
1898,4,1,1,5,3
1899,4,1,1,5,4
1900,4,1,1,5,5
1901,4,1,2,1,1
1902,4,1,2,1,2
1903,4,1,2,1,3
1904,4,1,2,1,4
1905,4,1,2,1,5
1906,4,1,2,2,1
1907,4,1,2,2,2
1908,4,1,2,2,3
1909,4,1,2,2,4
1910,4,1,2,2,5
1911,4,1,2,3,1
1912,4,1,2,3,2
1913,4,1,2,3,3
1914,4,1,2,3,4
1915,4,1,2,3,5
1916,4,1,2,4,1
1917,4,1,2,4,2
1918,4,1,2,4,3
1919,4,1,2,4,4
1920,4,1,2,4,5
1921,4,1,2,5,1
1922,4,1,2,5,2
1923,4,1,2,5,3
1924,4,1,2,5,4
1925,4,1,2,5,5
1926,4,1,3,1,1
1927,4,1,3,1,2
1928,4,1,3,1,3
1929,4,1,3,1,4
1930,4,1,3,1,5
1931,4,1,3,2,1
1932,4,1,3,2,2
1933,4,1,3,2,3
1934,4,1,3,2,4
1935,4,1,3,2,5
1936,4,1,3,3,1
1937,4,1,3,3,2
1938,4,1,3,3,3
1939,4,1,3,3,4
1940,4,1,3,3,5
1941,4,1,3,4,1
1942,4,1,3,4,2
1943,4,1,3,4,3
1944,4,1,3,4,4
1945,4,1,3,4,5
1946,4,1,3,5,1
1947,4,1,3,5,2
1948,4,1,3,5,3
1949,4,1,3,5,4
1950,4,1,3,5,5
1951,4,1,4,1,1
1952,4,1,4,1,2
1953,4,1,4,1,3
1954,4,1,4,1,4
1955,4,1,4,1,5
1956,4,1,4,2,1
1957,4,1,4,2,2
1958,4,1,4,2,3
1959,4,1,4,2,4
1960,4,1,4,2,5
1961,4,1,4,3,1
1962,4,1,4,3,2
1963,4,1,4,3,3
1964,4,1,4,3,4
1965,4,1,4,3,5
1966,4,1,4,4,1
1967,4,1,4,4,2
1968,4,1,4,4,3
1969,4,1,4,4,4
1970,4,1,4,4,5
1971,4,1,4,5,1
1972,4,1,4,5,2
1973,4,1,4,5,3
1974,4,1,4,5,4
1975,4,1,4,5,5
1976,4,1,5,1,1
1977,4,1,5,1,2
1978,4,1,5,1,3
1979,4,1,5,1,4
1980,4,1,5,1,5
1981,4,1,5,2,1
1982,4,1,5,2,2
1983,4,1,5,2,3
1984,4,1,5,2,4
1985,4,1,5,2,5
1986,4,1,5,3,1
1987,4,1,5,3,2
1988,4,1,5,3,3
1989,4,1,5,3,4
1990,4,1,5,3,5
1991,4,1,5,4,1
1992,4,1,5,4,2
1993,4,1,5,4,3
1994,4,1,5,4,4
1995,4,1,5,4,5
1996,4,1,5,5,1
1997,4,1,5,5,2
1998,4,1,5,5,3
1999,4,1,5,5,4
2000,4,1,5,5,5
2001,4,2,1,1,1
2002,4,2,1,1,2
2003,4,2,1,1,3
2004,4,2,1,1,4
2005,4,2,1,1,5
2006,4,2,1,2,1
2007,4,2,1,2,2
2008,4,2,1,2,3
2009,4,2,1,2,4
2010,4,2,1,2,5
2011,4,2,1,3,1
2012,4,2,1,3,2
2013,4,2,1,3,3
2014,4,2,1,3,4
2015,4,2,1,3,5
2016,4,2,1,4,1
2017,4,2,1,4,2
2018,4,2,1,4,3
2019,4,2,1,4,4
2020,4,2,1,4,5
2021,4,2,1,5,1
2022,4,2,1,5,2
2023,4,2,1,5,3
2024,4,2,1,5,4
2025,4,2,1,5,5
2026,4,2,2,1,1
2027,4,2,2,1,2
2028,4,2,2,1,3
2029,4,2,2,1,4
2030,4,2,2,1,5
2031,4,2,2,2,1
2032,4,2,2,2,2
2033,4,2,2,2,3
2034,4,2,2,2,4
2035,4,2,2,2,5
2036,4,2,2,3,1
2037,4,2,2,3,2
2038,4,2,2,3,3
2039,4,2,2,3,4
2040,4,2,2,3,5
2041,4,2,2,4,1
2042,4,2,2,4,2
2043,4,2,2,4,3
2044,4,2,2,4,4
2045,4,2,2,4,5
2046,4,2,2,5,1
2047,4,2,2,5,2
2048,4,2,2,5,3
2049,4,2,2,5,4
2050,4,2,2,5,5
2051,4,2,3,1,1
2052,4,2,3,1,2
2053,4,2,3,1,3
2054,4,2,3,1,4
2055,4,2,3,1,5
2056,4,2,3,2,1
2057,4,2,3,2,2
2058,4,2,3,2,3
2059,4,2,3,2,4
2060,4,2,3,2,5
2061,4,2,3,3,1
2062,4,2,3,3,2
2063,4,2,3,3,3
2064,4,2,3,3,4
2065,4,2,3,3,5
2066,4,2,3,4,1
2067,4,2,3,4,2
2068,4,2,3,4,3
2069,4,2,3,4,4
2070,4,2,3,4,5
2071,4,2,3,5,1
2072,4,2,3,5,2
2073,4,2,3,5,3
2074,4,2,3,5,4
2075,4,2,3,5,5
2076,4,2,4,1,1
2077,4,2,4,1,2
2078,4,2,4,1,3
2079,4,2,4,1,4
2080,4,2,4,1,5
2081,4,2,4,2,1
2082,4,2,4,2,2
2083,4,2,4,2,3
2084,4,2,4,2,4
2085,4,2,4,2,5
2086,4,2,4,3,1
2087,4,2,4,3,2
2088,4,2,4,3,3
2089,4,2,4,3,4
2090,4,2,4,3,5
2091,4,2,4,4,1
2092,4,2,4,4,2
2093,4,2,4,4,3
2094,4,2,4,4,4
2095,4,2,4,4,5
2096,4,2,4,5,1
2097,4,2,4,5,2
2098,4,2,4,5,3
2099,4,2,4,5,4
2100,4,2,4,5,5
2101,4,2,5,1,1
2102,4,2,5,1,2
2103,4,2,5,1,3
2104,4,2,5,1,4
2105,4,2,5,1,5
2106,4,2,5,2,1
2107,4,2,5,2,2
2108,4,2,5,2,3
2109,4,2,5,2,4
2110,4,2,5,2,5
2111,4,2,5,3,1
2112,4,2,5,3,2
2113,4,2,5,3,3
2114,4,2,5,3,4
2115,4,2,5,3,5
2116,4,2,5,4,1
2117,4,2,5,4,2
2118,4,2,5,4,3
2119,4,2,5,4,4
2120,4,2,5,4,5
2121,4,2,5,5,1
2122,4,2,5,5,2
2123,4,2,5,5,3
2124,4,2,5,5,4
2125,4,2,5,5,5
2126,4,3,1,1,1
2127,4,3,1,1,2
2128,4,3,1,1,3
2129,4,3,1,1,4
2130,4,3,1,1,5
2131,4,3,1,2,1
2132,4,3,1,2,2
2133,4,3,1,2,3
2134,4,3,1,2,4
2135,4,3,1,2,5
2136,4,3,1,3,1
2137,4,3,1,3,2
2138,4,3,1,3,3
2139,4,3,1,3,4
2140,4,3,1,3,5
2141,4,3,1,4,1
2142,4,3,1,4,2
2143,4,3,1,4,3
2144,4,3,1,4,4
2145,4,3,1,4,5
2146,4,3,1,5,1
2147,4,3,1,5,2
2148,4,3,1,5,3
2149,4,3,1,5,4
2150,4,3,1,5,5
2151,4,3,2,1,1
2152,4,3,2,1,2
2153,4,3,2,1,3
2154,4,3,2,1,4
2155,4,3,2,1,5
2156,4,3,2,2,1
2157,4,3,2,2,2
2158,4,3,2,2,3
2159,4,3,2,2,4
2160,4,3,2,2,5
2161,4,3,2,3,1
2162,4,3,2,3,2
2163,4,3,2,3,3
2164,4,3,2,3,4
2165,4,3,2,3,5
2166,4,3,2,4,1
2167,4,3,2,4,2
2168,4,3,2,4,3
2169,4,3,2,4,4
2170,4,3,2,4,5
2171,4,3,2,5,1
2172,4,3,2,5,2
2173,4,3,2,5,3
2174,4,3,2,5,4
2175,4,3,2,5,5
2176,4,3,3,1,1
2177,4,3,3,1,2
2178,4,3,3,1,3
2179,4,3,3,1,4
2180,4,3,3,1,5
2181,4,3,3,2,1
2182,4,3,3,2,2
2183,4,3,3,2,3
2184,4,3,3,2,4
2185,4,3,3,2,5
2186,4,3,3,3,1
2187,4,3,3,3,2
2188,4,3,3,3,3
2189,4,3,3,3,4
2190,4,3,3,3,5
2191,4,3,3,4,1
2192,4,3,3,4,2
2193,4,3,3,4,3
2194,4,3,3,4,4
2195,4,3,3,4,5
2196,4,3,3,5,1
2197,4,3,3,5,2
2198,4,3,3,5,3
2199,4,3,3,5,4
2200,4,3,3,5,5
2201,4,3,4,1,1
2202,4,3,4,1,2
2203,4,3,4,1,3
2204,4,3,4,1,4
2205,4,3,4,1,5
2206,4,3,4,2,1
2207,4,3,4,2,2
2208,4,3,4,2,3
2209,4,3,4,2,4
2210,4,3,4,2,5
2211,4,3,4,3,1
2212,4,3,4,3,2
2213,4,3,4,3,3
2214,4,3,4,3,4
2215,4,3,4,3,5
2216,4,3,4,4,1
2217,4,3,4,4,2
2218,4,3,4,4,3
2219,4,3,4,4,4
2220,4,3,4,4,5
2221,4,3,4,5,1
2222,4,3,4,5,2
2223,4,3,4,5,3
2224,4,3,4,5,4
2225,4,3,4,5,5
